author,bookformat,desc,genre,img,isbn,isbn13,link,pages,rating,reviews,title,totalratings
Herman Brusselmans,Paperback,"We maken kennis met Herman Brusselmans' leven in de periode van augustus 1996 tot en met februari 1997, een van de woeligste perioden in de Belgische geschiedenis. Waarom blijft men zoeken naar wat onvindbaar is? Wat is het logische verschil tussen goede en foute idioten? Logica voor idioten is vooral een liefdesroman. Hoe zit het als men de nagenoeg perfecte relatie heeft met een schitterende vrouw en toch altijd verlangt naar een 'bijmeisjes'? De gedetailleerde zoektocht naar het uiteindelijke antwoord maakt Herman Brusselmans zo zot als een achterdeur - een gekte waar zijn lezer alleen maar profijt van heeft.","Literature,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323604177l/1006064.jpg,9053335730,9790000000000,https://goodreads.com/book/show/1006064.Logica_voor_idioten,267,3.22,0,Logica voor idioten,148
Herman Brusselmans,Hardcover,"Een boekhandelaar maakt door voortdurend te mopperen op het leven en het beledigen van zijn klanten geen succes van zijn nering. Vervolg op ""De man die werk vond"".","Fiction,Literature,Cultural,Belgium,European Literature,Dutch Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1197044892l/1006065.jpg,9053337075,9790000000000,https://goodreads.com/book/show/1006065.Nog_drie_keer_slapen_en_ik_word_wakker,294,3.55,10,Nog drie keer slapen en ik word wakker,331
Ivy G. Wilson,Paperback,"Specters of Democracy ,examines how figurations of blackness were used to illuminate the fraught relationship between citizenship, equality, and democracy in the antebellum U.S. Through close readings of Frederick Douglass, William Wells Brown, Frances Ellen Watkins Harper, and Walt Whitman (on aurality), and Herman Melville, William J. Wilson, and a host of genre painters (on visuality), the book reveals how the difficult tasks of representing African Americans-both enslaved and free-in imaginative expression was part of a larger dilemma concerning representative democracy itself.",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347326063l/10060699.jpg,195340353,9780000000000,https://goodreads.com/book/show/10060699-specters-of-democracy,237,4.43,0,Specters of Democracy: Blackness and the Aesthetics of Politics in the Antebellum U.S.,7
Tom Lanoye,Paperback,"In ,Kartonnen dozen, legt Tom Lanoye enerzijds de verslavingen en de valstrikken bloot van de grote, allesverterende jeugdliefde die iedereen kent uit ervaring. Anderzijds schildert hij zijn eigen afkomst en opvoeding: de slagerswinkel van zijn vader, de vier vrouwen die hem hebben opgevoed, de katholieke school die probeert overeind te blijven in de stormen van de moderniteit, de bejaarde priesterdichter die een inspirerend leraar Nederlands blijkt te zijn, de turners waaraan de jonge auteur zich vergaapt, en de stripverhalen waaraan hij zijn ogen kapot leest.","Fiction,Roman,LGBT,Literature,European Literature,Dutch Literature,Academic,Read For School,European Literature,Belgian,Literature,20th Century,Cultural,Belgium,Novels",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312897565l/1006075.jpg,9053330224,9790000000000,https://goodreads.com/book/show/1006075.Kartonnen_dozen,148,3.61,137,Kartonnen dozen,2876
Tom Lanoye,Hardcover,"In de verdere lotgevallen van een Belgische vrouw tekent zich steeds meer de 'Belgische ziekte', de institutionele corruptie, af. Vervolg op ,Het goddelijke monster,.","Fiction,Literature,European Literature,Dutch Literature,Anthologies,Collections,Contemporary,Roman",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1253448513l/1006076.jpg,9053336834,9790000000000,https://goodreads.com/book/show/1006076.Zwarte_tranen,513,3.65,10,Zwarte tranen,897
John Russell Taylor,Unknown Binding,"Hitler's rise to power caused a stream of emigrates--Germans, Austrians, Czechs, French, Scandinavians, and British--to find themselves temporarily or permanently marooned in Southern California. Hollywood beckoned to Alfred Hitchcock, Fritz Lang, and Jean Renoir. Los Angleses offered a home to writers such as Thomas Mann, Aldous Huxley, and Antoine de Saint-Exupery and to composers like Schoenberg and Stravinsky. This book chronicles their struggles to deal with their new environment, Americans, and one another.","Culture,Film",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400537482l/100607.jpg,30619440,9780000000000,https://goodreads.com/book/show/100607.Strangers_in_Paradise,256,2.63,3,"Strangers in Paradise: The Hollywood Emigres, 1933-1950",8
Ada Clapham Govan,,,,,,,https://goodreads.com/book/show/10060876-wings-at-my-window,0,4.09,5,Wings at My Window,11
"Tony Hillerman,Robert Reynolds,David Muench",Hardcover,"Renowned author Tony Hillerman's original essays written for ""New Mexico"" and ""Rio Grande, "" plus two new essays, are complemented by the extraordinary images of Muench and Reynolds.",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347446539l/1006090.jpg,1558680934,9780000000000,https://goodreads.com/book/show/1006090.New_Mexico_Rio_Grande_and_Other_Essays,112,4.19,1,"New Mexico, Rio Grande, and Other Essays",31
Stephen Brook,Paperback,"Unconstrained by tradition or viticultural regulation, California winemakers enjoy a freedom that has resulted in a remarkable range of world-class wines. Beautifully illustrated with original photographs and detailed color maps, this guide introduces California wine by exploring the best that the state has to offer —from lush Sonoma Chardonnay to spicy Santa Barbara Syrah to heady Amador Zinfandel. At the heart of the book, award-winning wine writer Stephen Brook offers 90 intimate profiles of top producers—from Napa and Sonoma to the North and Central coasts, the Sierra foothills, and beyond. Brook also includes general information on California wine history, wine culture, grape varieties, and more. Throughout, he searches for the characteristics that make California wine distinctive despite its tremendous diversity—and finds the answer in the state’s unusual climate, especially the shifting interplay between fog and sun, as well as a lively and constant questioning of received ideas about viticulture, vine age, terroir, and winemaking techniques, all of which have helped winemakers to create complexity,individuality, and nuance in their wines.","Alcohol,Wine",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348556441l/10060915.jpg,520266587,9780000000000,https://goodreads.com/book/show/10060915-the-finest-wines-of-california,320,3.67,1,The Finest Wines of California: A Regional Guide to the Best Producers and Their Wines,6
Francis A. Schaeffer,Paperback,"The Complete Works of Francis A. Schaffer Set Includes: Volume 1 is Christian View of Philosophy & Culture. It contains the following books: God who is There, Escape From Reason, He is There & He Is Not Silent, Back to Freedom & Dignity.,Vol 2 is Christian View Of The Bible As Truth. It contains the following: Genesis In Space & Time, No Final Conflict, Joshua & The Flow Of Biblical History, Basic Bible Studies, Art & The Bible.,Vol 3 is Christian View of Spirituality. It contains the following: No Little People, True Spirituality, New Super Spirituality, Two Contents Two Realities.,Vol 4 is Christian View of Church. It contains the following: Church At The End of The 20th Century, Church Before The Watching World, Mark Of The Christian, Death In The City, Great Evangelical Disaster.,Vol 5 is Christian View Of The West. It contains the following: Pollution & Death Of man, How Should We Then Live, Whatever Happened to the Human Race, Christian Manifesto.","Religion,Theology,Philosophy,Christian,Religion,Christianity,Cultural,Nonfiction,Religion,Spirituality,Reference,Christian,Christian Living",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347952696l/1006110.jpg,891073310,9780000000000,https://goodreads.com/book/show/1006110.The_Complete_Works_of_Francis_A_Schaeffer,2262,4.4,16,The Complete Works of Francis A. Schaeffer: A Christian Worldview,279
"Jacqueline Simpson,Magnus Magnusson",Paperback,"This book of 85 stories from medieval Iceland illustrates a variety of supernatural beliefs concerning elves, gigantic trolls, water monsters, ghosts, wizards and black magic rites, buried treasure and religious tales. The stories are intimately linked to the landscape and reflect the hopes, fears, hardships and preoccupations of everyday life. The translation of each tale is accompanied by an explanatory introduction and notes.","Folklore,Fantasy,Mythology,History,Folk Tales,Fantasy,Fairy Tales,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387664366l/1006114.jpg,752430459,9780000000000,https://goodreads.com/book/show/1006114.Icelandic_Folktales_and_Legends,224,3.99,11,Icelandic Folktales and Legends,90
Edward T. Welch,Paperback,"Lost ambition. Emotional numbness. Fear and withdrawal. Fatigue. Marks of what is commonly called depression. If you are one of the many people suffering from depression, there is hope and there is help-a way up when you are down. Even if you don't feel like doing anything, this booklet provides manageable steps for getting started on the path that leads out of depression. Edward T. Welch helps us understand the spiritual issues involved, whether one's depression is caused by physical problems or results in them. Getting to the heart of what depression says and means, Welch guides us through a process of dealing with depression biblically and effectively.","Psychology,Counselling,Psychology,Nonfiction,Christian",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355064326l/1006115.jpg,875526829,9780000000000,https://goodreads.com/book/show/1006115.Depression,28,4.34,17,Depression: The Way Up When You Are Down,115
Karen Whooley,Paperback,"Creating fabric with open-work triangles is the technique at the center of this crochet pattern assortment. Delta crochet is a simple stitch that creates a mesh, and can employ an assortment of stitches, such as double, triple, and double-triple crochet stitches. Using either light- or medium-weight, worsted yarns, the projects include a hat, a scarf, a shawl, a Mobius cowl, and a poncho.","Crafts,Crochet",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328752107l/10061183.jpg,159635366X,9780000000000,https://goodreads.com/book/show/10061183-learn-to-delta-lace-crochet,16,3.43,1,Learn to Delta Lace Crochet,7
